	Term	p-value	z-score	CS	Related Genes
132	STAT3_MCF 10A_hg19	1.39e-07	-1.07	14.8	RNF10, OTUD5, DYRK3, CLIC4, TFRC, ARL6IP1, ETFA, UBE2L6, APEH, PSMD8, EEF1B2, RPL7A, RABGEF1, RPS16, UROD, RNF19A, FNTB, BCAS2, TMEM14C, TMOD1, HIST1H2AI, RSAD2, HIST1H2AH, RPS8, APLP2, IFRD2, RPL23, NIPA1, PLRG1, PRKAB1, MRPS18C, HCFC1, EEF1G, IFI27, NDUFS7, TXNIP, MCM5, PABPC1, HAGH, MCM2, WBP2, MGST3, RPL36A, CDCA8, RPS27L, ATP5H, PPOX, SAMSN1, DNAJB2, UBB, FIGNL1, RPS2, SNCA, PRNP, HSPA8, RPL41, UBE2H, FAHD1, GADD45A, RIOK3, STARD10, ASNS, BSDC1, HNRNPAB, RPS26, ISG20, SLC25A37, SLC25A39, EIF3K, PQLC1, SLC6A9, RPS29, EIF3I, LPCAT3, RPA3, RANBP10, CENPL, ANP32E, TMCC2, SERINC1, HDGF, GCLM, AARS
133	RFX5_GM12878_hg19	4.42e-07	-1.14	14.73	CETN3, MRPS12, ATP5C1, ETFA, GHITM, RPS16, PSMD4, UROD, FTH1, NUSAP1, MAP2K3, RPS8, IFRD2, ATPIF1, H2AFX, DNTTIP1, RFX2, DYNLL1, EEF1G, TFDP2, BOLA3, HAT1, RPL24, MCM5, MCM2, FECH, RPL36A, ATP5H, CLCN3, PRDX2, CCNB1, UBB, NUP85, FIGNL1, NDUFV1, KLHDC2, UBE2H, GADD45A, GINS4, MARCH8, HNRNPAB, SOD1, PQLC1, RPS29, LPCAT3, EIF3I, MKRN1, TMCC2, SERINC1, SERINC3, RPS24, AARS
134	ATF3_A549_hg19	3.86e-07	-1.13	14.57	RPL3, ARL6IP1, MRPS12, HIST2H2AB, PSMD8, EEF1B2, RPL7A, FAM134A, RPS16, FNTB, PSMD1, KNTC1, HIST1H2AH, RPL23, H2AFX, JOSD2, DYNLL1, MRPS18C, EEF1D, BOLA3, PSME3, RPL24, BIRC5, HAGH, PON2, CENPA, DNAJB2, FZR1, BTAF1, UBB, NUP85, LMNA, RPS2, HSPA8, FAHD1, H3F3B, UROS, STARD10, PDAP1, BSDC1, MARCH8, HNRNPAB, RPS26, ISG20, EIF5, SLC25A39, EIF3K, RPS29, PRC1, MAFG, UBE2O, NCAPD3
135	eGFP-JUNB_K562_hg19	4.42e-07	-1.13	14.56	FEN1, RPL3, ARL6IP1, GHITM, EEF1B2, ALAD, PSMD8, RABGEF1, PSMD4, FNTB, FADS1, TMEM14C, HIST1H2AH, SPHK1, ATPIF1, H2AFX, ARRDC3, DNTTIP1, RPS3A, PRKAB1, HCFC1, EEF1D, MORF4L2, RPL24, MNS1, HAGH, UBA52, WBP2, MGST3, DLST, ADIPOR1, CLCN3, CCNB1, NUP85, LMNA, E2F2, SLC38A2, PRNP, FAHD1, STARD10, GINS4, BSDC1, PDAP1, MARCH8, KLF1, RPS26, GFI1B, SLC6A9, RPS29, ANP32E, CENPL, NCAPD3
136	MYOG_myocyte_mm9	1.86e-07	-1.06	14.4	DYRK3, CLIC4, RNF11, CD82, PIGQ, ATP5C1, GHITM, TUBA1B, PSMD4, UROD, NPTN, NUSAP1, RPLP2, HMGN2, LBR, TMEM14C, CTSB, MAP2K3, BNIP3L, RSAD2, ACSL1, H2AFX, RPS3A, GTPBP2, PRKAB1, D030056L22RIK, NDUFS7, EEF1D, BOLA3, PSME3, TAX1BP1, IGTP, BIRC5, CD47, UBA52, ANK, TBCEL, CCDC23, WBP2, PON2, ABCB4, DLST, ADIPOR1, DEDD2, UGCG, UBB, NUP85, FIGNL1, BAG1, LMNA, FN3K, HSPA8, NFE2, CAR2, UBE2H, RPL41, FAHD1, SIVA1, TXNRD2, GADD45A, RIOK3, SEMA4B, RPA1, ASNS, MARCH8, MEMO1, LSM4, UBAC1, SOD1, TPCN1, MARCH2, CSDA, SLC25A39, COL5A1, ST5, LPCAT3, HDGF, TMCC2, SSBP3, GSTM5
137	BCLAF1_K562_hg19	6.63e-07	-1.15	14.39	AHCTF1, TFRC, HIST2H2AB, RPL36A, SAMSN1, DNAJB2, TUBA1B, UROD, HIST1H2AD, HIST1H2AG, SLC38A2, HIST1H1C, RPL41, HIST1H2AI, H3F3B, RPS8, HIST1H2AH, GADD45A, SPHK1, ARRDC3, H2AFX, RPS3A, KIF22, GTPBP2, PRKAB1, KLF1, MRPS18C, NDUFS7, MKRN1, TXNIP, ANAPC5, RHAG, GCLM
138	ELK1_K562_hg19	4.42e-07	-1.1	14.23	RB1, RNF10, FEN1, RPL3, PIGQ, MRPS12, ETFA, UBE2L6, GHITM, RPS16, PSMD4, SEC61G, FADS1, PABPC4, APLP2, IFRD2, H2AFX, AP1B1, DNTTIP1, NIPA1, RPS3A, BOLA3, HAT1, BIRC5, MCM6, HAGH, TBCEL, MGST3, DLST, ATP5H, TRAK2, PRDX2, CCNB1, E2F1, NDUFV1, CDR2, KLHDC2, CDT1, UBE2H, FAHD1, SIVA1, GADD45A, EIF2AK1, PDAP1, DEK, UBAC1, SOD1, SLC25A38, EIF3I, MKRN1, CENPL, RPS24
139	MAFK_K562_hg19	4.42e-07	-1.1	14.12	ARL6IP1, ATP5C1, UBE2L6, ETFA, APEH, EEF1B2, RPS16, UROD, PSMD1, LBR, FADS1, MAP2K3, HIST1H2AH, IFRD2, ATPIF1, DNTTIP1, DYNLL1, PRKAB1, MRPS18C, EEF1G, BOLA3, MORF4L2, BIRC5, MCM5, XIST, PABPC1, MCM6, ATF4, PON2, COX17, RPL36A, DLST, CCNB1, NUP85, SPECC1, NFE2, RPL41, SIVA1, TXNRD2, EIF2AK1, ASNS, SOD1, RPS26, ISG20, SLC25A38, GFI1B, EIF3K, PRC1, ANP32E, SERINC1, SERINC3, RPS24
140	POLR2A_A549_hg19	2.95e-07	-1.06	14.0	RB1, RNF11, DYRK3, RPL3, MCM7, PIGQ, ATP5C1, ETFA, MKI67, COMT, NUDT4, ALAD, HEBP1, RABGEF1, RPS16, PSMD4, RNF19A, SEC61G, NUSAP1, NPTN, HIST1H2AG, BCAS2, RAB8B, BNIP3L, GPX1, ATP6AP1, RPS8, ACSL1, SPHK1, PABPC4, DAPK2, ATPIF1, DNTTIP1, RPS3A, PLRG1, GTPBP2, THOC7, PACS2, NDUFS7, BOLA3, HAT1, BIRC5, RPL24, UBA52, ARF5, MCM2, TBCEL, CDCA8, DLST, MRPL14, CLCN3, CCNB1, NUP85, PRKAR2B, RHBDL2, NDUFV1, KLHDC2, RBM38, SPECC1, RYK, SMOX, TXNRD2, SEMA4B, MEMO1, MARCH8, HNRNPAB, MARCH2, SLC25A39, EIF5, COL5A1, PQLC1, RPS29, LPCAT3, EIF3I, SERINC1, SSBP3, CDKN3
141	ELF1_HepG2_hg19	5.84e-07	-1.09	13.83	RNF10, TFRC, MRPS12, ETFA, GHITM, COMT, PSMD8, ALAD, RPL7A, RPS16, UROD, SEC61G, FTH1, FADS1, APLP2, AP1B1, RPS3A, PRKAB1, EEF1G, HAT1, RPL24, BIRC5, MCM4, MCM6, HAGH, TBCEL, COX17, RPL36A, RPS27L, ATP5H, CLCN3, DNAJB2, CCNB1, NUP85, E2F1, NDUFV1, KLHDC2, FAHD1, TXNRD2, GADD45A, SEMA4B, GINS4, MARCH8, LSM4, UBAC1, RPS26, ISG20, SLC25A39, EIF3K, RPS29, EIF3I, ANP32E
142	NRF1_HepG2_hg19	1.02e-06	-1.14	13.82	CLIC4, MRPS12, FAM134A, RPS16, SEC61G, ERMAP, ARRDC3, PLRG1, KIF22, DYNLL1, MRPS18C, EEF1G, EEF1D, PSME3, HAT1, PGP, MCM6, UBA52, MCM2, CCDC23, WBP2, MGST3, COX17, ODC1, MRPL14, NT5C3, DEDD2, SRR, CCNB1, FZR1, NUP85, FIGNL1, BAG1, CDT1, HSPA8, SIVA1, EIF2AK1, UROS, STARD10, MEMO1, COX6C, LSM4, EIF3K, RPS29, ST5, LPCAT3, MAFG, MKRN1, ANP32E, SERINC1, NCAPD3
143	ELK4_HEK293_hg19	4.42e-07	-1.07	13.78	OTUD5, FEN1, RPL3, MCM7, HIST2H2AB, ATP5C1, APEH, PSMD8, ALAD, EEF1B2, RPS16, HIST1H2AD, RPLP2, HIST1H2AG, KNTC1, HIST1H1C, GPX1, HIST1H2AH, H2AFX, DNTTIP1, RPS3A, KIF22, DYNLL1, JOSD1, PRKAB1, HCFC1, MRPS18C, PSME3, HAT1, PGP, MCM4, RPL24, MCM5, MCM6, UBA52, ATF4, WBP2, SLC43A1, DLST, ATP5H, ADIPOR1, DNAJB1, FZR1, BTAF1, UBB, KLHDC2, HSPA8, RPL41, LSM4, RPS26, PHF5A, MKRN1
144	E2F6_K562_hg19	4.45e-07	-1.06	13.65	RB1, RNF11, DYRK3, LDB1, ARL6IP1, CETN3, APEH, HS6ST1, NUDT4, ALAD, HEBP1, RABGEF1, PSMD4, NUSAP1, KNTC1, HMGN2, TMEM14C, ATP6AP1, HIST1H2AH, RPS8, PABPC4, H2AFX, ATPIF1, RPS3A, DYNLL1, PRKAB1, PACS2, BIRC5, MCM4, CD47, UBA52, ARF5, MCM2, GGNBP2, UHRF1, PON2, COX17, RPL36A, ENDOD1, DLST, CENPA, NT5C3, DNAJB1, SRR, PRKAR2B, FIGNL1, WBP5, RPS2, NDUFV1, TXNRD2, GINS4, STARD10, RPA1, DEK, TPCN1, RPS26, CSDA, PHF5A, SLC25A39, PRC1, TMCC2, AARS, CDKN3
145	CEBPB_HeLa-S3_hg19	4.42e-07	-1.05	13.57	OTUD5, DYRK3, RPL3, ATP5C1, ETFA, COMT, EEF1B2, ALAD, PSMD4, BCAS2, TMEM14C, MAP2K3, ATP6AP1, RPS8, PABPC4, IFRD2, RPS3A, RANGAP1, PRKAB1, EEF1G, PACS2, BOLA3, MCM2, TBCEL, ODC1, RPL36A, DNAJB1, FIGNL1, RHBDL2, NDUFV1, CDR2, NFE2, PRNP, UBE2H, RPL41, GADD45A, TXNRD2, HNRNPAB, TPCN1, RPS26, SLC25A37, SLC25A39, EIF5, SLC6A9, EIF3K, EIF3I, MKRN1, RANBP10, CENPL, UBE2O, TMCC2, AARS
146	POLR2A_bone marrow macrophage_mm9	4.42e-07	-1.04	13.44	RNF10, CLIC4, PIGQ, MRPS12, UBE2L6, NUDT4, ALAD, FTL1, UROD, TAPT1, HIST1H1C, MAP2K3, APLP2, H2AFX, ARRDC3, DYNLL1, PRKAB1, NDUFS7, CYB5, TXNIP, PABPC1, UBA52, TBCEL, FECH, MGST3, COX17, MRPL14, CENPA, DEDD2, 2700029M09RIK, NUP85, FIGNL1, LMNA, PSMF1, SLC38A2, NDUFV1, HIST1H3E, HSPA8, PRNP, H3F3B, GCH1, RIOK3, GADD45A, TXNRD2, MARCH8, HNRNPAB, TPCN1, SOD1, RPS26, MKRN1, ANP32E, GRINA
147	MYC_HeLa-S3_hg19	4.89e-07	-1.05	13.41	RB1, DYRK3, FEN1, ISCA1, RPL3, ARL6IP1, MRPS12, APEH, NUDT4, EEF1B2, RPL7A, RPS16, UROD, SEC61G, KNTC1, FADS1, TMEM14C, GPX1, RPS8, GLRX5, RPL23, PABPC4, IFRD2, H2AFX, RPS3A, JOSD2, RANGAP1, MRPS18C, EEF1G, NDUFS7, EEF1D, PSME3, PGP, BIRC5, RPL24, TXNIP, MCM4, HAGH, UBA52, MCM2, ATF4, MGST3, ODC1, RPL36A, DLST, PRDX2, CCNB1, LMNA, RPS2, RPL41, FAHD1, EIF2AK1, STARD10, PDAP1, MARCH8, DEK, HNRNPAB, UBAC1, TPCN1, RPS26, ISG20, SLC25A38, SLC25A39, EIF3K, RPS29, CENPL, ANP32E, GCLM, RPS24, AARS
148	TBP_HeLa-S3_hg19	4.42e-07	-1.04	13.38	OTUD5, RNF10, CLIC4, RPL3, MRPS12, CETN3, APEH, NUDT4, ALAD, NUSAP1, HIST1H1C, MAP2K3, IFRD2, SPHK1, NIPA1, PLRG1, DYNLL1, PRKAB1, TFDP2, IFI27, BIRC5, RPL24, TXNIP, XIST, S100A9, UBA52, CDCA8, PPOX, CCNB1, E2F1, NFE2, UBE2H, H3F3B, GADD45A, RIOK3, SMOX, TXNRD2, EIF2AK1, GINS4, ISG20, RPS26, COL5A1, EIF3K, RPS29, LPCAT3, EIF3I, MKRN1, RANBP10, ANP32E, GCLM, CDKN3, AARS
149	EP300_ES-Bruce4_mm9	1.02e-06	-1.1	13.35	DYRK3, ISCA1, ARL6IP1, TFRC, HIST2H2AB, FTL1, TUBB5, UROD, NPTN, CTSB, GPX1, HIST1H2AI, HIST1H2AH, RPS8, RPL23, ARRDC3, H2AFX, RPS3A, JOSD1, DYNLL1, PRKAB1, MRPS18C, CARHSP1, NDUFS7, HAT1, TBCEL, ODC1, COX17, SLC43A1, MRPL14, DNAJB1, UBB, PRKAR2B, WBP5, SLC38A2, HIST1H3E, SPECC1, PRNP, RPL41, GADD45A, SMOX, ASNS, IRGM1, MARCH8, MT1, SOD1, EIF5, PRC1, MAFG, SERINC1, GCLM
150	POLR2A_limb_mm9	4.42e-07	-1.02	13.12	CLIC4, MRPS12, HIST2H2AB, HS6ST1, SAMD14, PSMD4, FNTB, HIST1H2AD, HIST1H2AF, HIST1H1C, MAP2K3, BNIP3L, HIST1H2AN, HIST1H2AI, GLRX5, H2AFX, ARRDC3, PLRG1, THOC7, HIST2H3B, CYB5, PSME3, TXNIP, XIST, PABPC1, TBCEL, WBP2, ABCB4, RPS27L, UBB, SLC38A2, RHBDL2, HIST1H3E, SPECC1, HSPA8, UBE2H, RYK, TXNRD2, RIOK3, ASNS, MARCH8, SOD1, TPCN1, RPS26, CSDA, 1810022K09RIK, MAFG, KLF9, ANP32E, UBE2O, GSTM5, GRINA
151	FOXA2_A549_hg19	1.45e-06	-1.11	13.11	OTUD5, RPL3, WBP2, SLC43A1, COX17, MRPS12, RPS27L, GHITM, PPOX, DNAJB2, PSMD8, FCHO1, UBB, FTH1, BAG1, RPS2, SLC38A2, FADS1, BCAS2, KLHDC2, BNIP3L, H3F3B, HIST1H2AH, IFRD2, STARD10, PDAP1, MARCH8, RPS3A, DEK, THOC7, ISG20, PHF5A, TFDP2, ANP32E, UBE2O, MCM4, SERINC1, MNS1, PABPC1, UBA52
152	SIN3A_GM12878_hg19	1.02e-06	-1.06	12.93	OTUD5, FEN1, RNF11, CMAS, ARL6IP1, CETN3, MRPS12, ETFA, APEH, COMT, RNF19A, FTH1, NUSAP1, BCAS2, RAB8B, BNIP3L, RPS8, PABPC4, H2AFX, ATPIF1, RFX2, DNTTIP1, PLRG1, RANGAP1, EEF1G, PACS2, PSME3, BOLA3, RPL24, XIST, UBA52, MCM2, TBCEL, SLC43A1, ENDOD1, TRAK2, DEDD2, DNAJB2, PRDX2, BTAF1, FIGNL1, E2F1, NDUFV1, RPL41, TXNRD2, GINS4, BSDC1, SOD1, RPS26, GRINA, AARS
153	CTCF_spleen_hg19	1.02e-06	-1.05	12.75	RB1, RPL3, CMAS, ATP5C1, RPL7A, RPS16, PSMD4, UROD, KNTC1, FADS1, MAP2K3, GPX1, GLRX5, IFRD2, AP1B1, DNTTIP1, PLRG1, PSME3, HAT1, BIRC5, MCM4, MNS1, HAGH, TBCEL, WBP2, MGST3, COX17, RPL36A, DLST, MRPL14, SAMSN1, DNAJB2, PRDX2, SRR, KLHDC2, SPECC1, FAHD1, SIVA1, SMOX, EIF2AK1, ASNS, HNRNPAB, TPCN1, SOD1, SLC25A38, SLC25A37, CSDA, EIF3I, LPCAT3, RANBP10, RPS24
154	THAP1_K562_hg19	1.05e-06	-1.05	12.72	MCM7, CCDC23, MGST3, RPS27L, GHITM, PPOX, COMT, NT5C3, DEDD2, TRAK2, PSMD8, CCNB1, PRKAR2B, FTH1, FNTB, NPTN, RPLP2, RPS2, HMGN2, ERMAP, NDUFV1, TAPT1, BCAS2, KLF13, SIVA1, RIOK3, TXNRD2, DNTTIP1, RPA1, AP1B1, PDAP1, ASNS, MARCH8, PRKAB1, UBAC1, HCFC1, RPS26, ISG20, NDUFS7, PRC1, MAFG, LPCAT3, PSME3, PGP, CENPL, UBA52, MCM2
155	POLR2A_heart_mm9	1.02e-06	-1.03	12.5	CLIC4, MRPS12, HS6ST1, NUDT4, ALAD, FTL1, SAMD14, PSMD4, FNTB, RPLP2, HIST1H2AI, APLP2, IFRD2, H2AFX, ARRDC3, DNTTIP1, PRKAB1, D030056L22RIK, MRPS18C, PSME3, CYB5, BOLA3, HAT1, ALDH1A1, TXNIP, PABPC1, MCM6, UBA52, TBCEL, MGST3, ATP5H, 2700029M09RIK, PRKAR2B, SLC38A2, HIST1H3E, SPECC1, SLMO2, UBE2H, H3F3B, GCH1, GADD45A, TPCN1, SOD1, MARCH2, RPS26, CSDA, COL5A1, KLF9, UBE2O, AGRN, GRINA
156	YY1_ECC-1_hg19	1.34e-06	-1.05	12.5	RB1, FEN1, CMAS, GGNBP2, ENDOD1, CDCA8, GHITM, COMT, CLCN3, HEBP1, PRDX2, RABGEF1, RPL7A, RPS16, NUP85, SEC61G, NUSAP1, ERMAP, TAPT1, BCAS2, SPECC1, CDT1, FAHD1, GCH1, PABPC4, H2AFX, DNTTIP1, RPA1, BSDC1, PRKAB1, LSM4, HNRNPAB, RPS26, CSDA, EIF3K, PSME3, BOLA3, EIF3I, CENPL, RANBP10, UBE2O, BIRC5, MCM4, SERINC1, HAGH, UBA52, AARS
157	TAL1_K562_hg19	1.02e-06	-1.01	12.31	RB1, RNF11, DYRK3, MRPS12, MKI67, ALAD, PSMD8, RABGEF1, RPS16, PSMD4, FTH1, BCAS2, RAB8B, TMEM14C, CTSB, BNIP3L, PLRG1, DYNLL1, PRKAB1, MRPS18C, PACS2, BOLA3, MCM6, XIST, HEMGN, GYPA, GYPC, ATP5H, ADIPOR1, SAMSN1, NT5C3, DNAJB1, CCNB1, NUP85, FIGNL1, WBP5, NDUFV1, CDR2, SPECC1, CDT1, UBE2H, GCH1, GADD45A, GINS4, STARD10, MARCH8, RPS26, GFI1B, EIF5, RPS29, CENPL
158	SP4_H1-hESC_hg19	1.83e-06	-1.04	12.09	ARL6IP1, MRPS12, GHITM, ATP5H, PPOX, ALAD, EEF1B2, PRDX2, RPL7A, RPS16, UBB, NUP85, HIST1H2AG, NDUFV1, TMEM14C, BNIP3L, UBE2H, FAHD1, GPX1, IFRD2, APLP2, GINS4, H2AFX, AP1B1, BSDC1, MARCH8, RPS3A, DYNLL1, LSM4, SLC25A39, HAT1, CENPL, RPL24, BIRC5, BLVRB, MCM6, HAGH, SERINC3, RPS24, MCM2, CDKN3
159	E2F1_HeLa-S3_hg19	1.02e-06	-0.99	12.01	RB1, DYRK3, FEN1, CLIC4, CMAS, RPS16, RNF19A, FTH1, NUSAP1, HMGN2, TMEM14C, PABPC4, IFRD2, SPHK1, RFX2, CARHSP1, TFDP2, EEF1D, PGP, MCM6, S100A9, MCM2, FECH, UHRF1, MGST3, ODC1, DLST, BTAF1, NUP85, FIGNL1, E2F1, E2F2, RBM38, CDT1, PHF10, SIVA1, RYK, RPA1, DEK, LSM4, HNRNPAB, UBAC1, SLC25A39, PQLC1, EIF3K, PRC1, ST5, MAFG, CENPL, ANP32E, TMCC2
160	ZNF384_MEL cell line_mm9	2.29e-06	-1.05	11.98	RB1, RNF10, AHCTF1, ISCA1, CLIC4, CMAS, TFRC, HS6ST1, NUDT4, FAM134A, NPTN, KNTC1, 1300017J02RIK, HIST1H2AF, LBR, BCAS2, BNIP3L, RPS8, IFRD2, RFX2, PLRG1, DYNLL1, CARHSP1, ANAPC5, MNS1, TRIM10, HEMGN, GYPC, SLC43A1, SAMSN1, 2700029M09RIK, TSPAN8, FIGNL1, E2F2, SLC38A2, SPECC1, RPL41, CAR1, GCH1, MARCH8, MT1, COX6C, SOD1, KLF1, RPS26, SLC25A38, EIF3K, RPS29, TMCC2, SERINC3
161	POLR2A_small intestine_mm9	1.02e-06	-0.97	11.73	RNF10, CLIC4, LDB1, MRPS12, HS6ST1, ALAD, PSMD4, UROD, FNTB, RPLP2, HIST1H2AD, TAPT1, HIST1H1C, HIST1H2AI, RSAD2, GLRX5, H2AFX, ARRDC3, PRKAB1, D030056L22RIK, MRPS18C, HIST2H3B, PSME3, CYB5, BOLA3, TXNIP, MCM6, PABPC1, ANK, GGNBP2, MGST3, SLC43A1, PPOX, 2700029M09RIK, SLC38A2, SPECC1, FN3K, HSPA8, SLMO2, UBE2H, GCH1, H3F3B, GADD45A, GINS4, ASNS, TPCN1, PHF5A, KLF9, UBE2O, AGRN, GRINA
162	E2F6_A549_hg19	2.73e-06	-1.02	11.56	RB1, CLIC4, FEN1, LDB1, UHRF1, MGST3, PON2, DLST, ETFA, APEH, NT5C3, HEBP1, SRR, CCNB1, RPS16, NUP85, FIGNL1, E2F1, KNTC1, RPS2, FAHD1, ATP6AP1, SPHK1, GINS4, H2AFX, NIPA1, MARCH8, KIF22, DYNLL1, PRKAB1, LSM4, EIF3K, COL5A1, MKRN1, HAT1, TXNIP, TMCC2, MNS1, HAGH, UBA52, MCM2
163	NR2F2_K562_hg19	2.65e-06	-1.02	11.5	OTUD5, GYPA, RPL3, TFRC, CETN3, COX17, MRPS12, RPL36A, ETFA, PPOX, TRAK2, EEF1B2, PRDX2, RABGEF1, RPS16, UBB, SEC61G, FNTB, HIST1H2AG, NDUFV1, NFE2, PABPC4, H2AFX, MARCH8, RPS3A, KIF22, PRKAB1, MRPS18C, TPCN1, RPS26, GFI1B, PSME3, EIF3I, ANP32E, CENPL, RANBP10, RPL24, GCLM, UBA52
164	CEBPB_MCF-7_hg19	2.37e-06	-1.0	11.43	OTUD5, CLIC4, GGNBP2, HIST2H2AB, UBE2L6, GHITM, ADIPOR1, TSPAN33, RABGEF1, UBB, SEC61G, HIST1H2AD, E2F2, HIST1H2AG, FADS1, TMEM14C, HSPA8, HIST1H2AI, ATPIF1, RFX2, PDAP1, ASNS, RPS3A, PLRG1, GTPBP2, ISG20, CSDA, NDUFS7, RPA3, MORF4L2, RPL24, HDGF, S100A9, RPS24, AARS
165	YY1_A549_hg19	2.37e-06	-1.0	11.42	FEN1, WBP2, PON2, MRPS12, ENDOD1, GHITM, ATP5H, EEF1B2, UBB, PSMD4, UROD, SEC61G, RPS2, BCAS2, SPECC1, RPL41, FAHD1, ATP6AP1, TXNRD2, BSDC1, RPS3A, KIF22, RANGAP1, MRPS18C, RPS26, ISG20, EIF3K, RPS29, BOLA3, CENPL, RANBP10, BIRC5, HAGH, PABPC1, UBA52
166	JUND_HeLa-S3_hg19	2.29e-06	-0.99	11.37	RNF10, GYPC, WBP2, MGST3, ODC1, HIST2H2AB, ETFA, GHITM, ADIPOR1, SAMSN1, DNAJB2, TSPAN8, LMNA, NPTN, BCAS2, CDR2, TMEM14C, MAP2K3, PRNP, UBE2H, GPX1, HIST1H2AH, GADD45A, ARRDC3, BSDC1, PDAP1, RANGAP1, GTPBP2, JOSD1, ISG20, SLC25A37, CSDA, CARHSP1, RPS29, PRC1, RPA3, RPL24, BLVRB, MCM4, RHAG, SSBP3
167	ZC3H11A_K562_hg19	2.29e-06	-0.99	11.37	RB1, RNF11, TFRC, EEF1B2, ALAD, PSMD8, RPS16, PSMD4, SEC61G, FTH1, HIST1H2AD, RAB8B, TMEM14C, RPL23, PABPC4, IFRD2, H2AFX, ATPIF1, NIPA1, RPS3A, KIF22, RANGAP1, PRKAB1, PACS2, BOLA3, HAT1, MCM6, UBA52, ARF5, ODC1, DLST, CDCA8, CENPA, PRDX2, NUP85, NDUFV1, SLC38A2, CDR2, UBE2H, RPL41, FAHD1, H3F3B, SIVA1, EIF2AK1, HNRNPAB, SOD1, RPS26, SLC25A38, CSDA, MKRN1
168	POLR2A_NB4_hg19	2.29e-06	-0.98	11.19	RB1, RPL3, ARL6IP1, PIGQ, CETN3, MRPS12, ICAM4, ETFA, MKI67, RPL7A, RPS16, PSMD4, FTH1, NUSAP1, HMGN2, ATP6AP1, ATPIF1, AP1B1, RFX2, PLRG1, RANGAP1, PRKAB1, BOLA3, TXNIP, MCM5, CD47, UBA52, ARF5, FECH, RPS27L, ATP5H, CENPA, SAMSN1, NT5C3, PRDX2, CCNB1, NUP85, E2F2, NDUFV1, RYK, EIF2AK1, MARCH8, UBAC1, MARCH2, RPS26, SLC25A39, PQLC1, CENPL, SERINC3, AARS
169	CHD2_GM12878_hg19	2.29e-06	-0.98	11.19	RB1, RNF10, DYRK3, RPL3, MRPS12, RPL7A, UROD, ERMAP, BCAS2, FADS1, TMEM14C, ACSL1, H2AFX, DNTTIP1, RFX2, PLRG1, RANGAP1, MRPS18C, PSME3, BOLA3, HAT1, MNS1, HAGH, CD47, UBA52, MCM2, COX17, ODC1, RPL36A, CDCA8, ATP5H, NT5C3, TRAK2, PRDX2, DNAJB1, CCNB1, FIGNL1, NDUFV1, SPECC1, RPL41, FAHD1, H3F3B, GINS4, SOD1, RPS26, RPS29, UBE2O, NCAPD3, CDKN3, AARS
170	USF2_CH12.LX_mm9	2.29e-06	-0.98	11.19	FEN1, RNF11, MCM7, PIGQ, MRPS12, TUBB5, UROD, NPTN, RPLP2, HMGN2, BCAS2, FADS1, CTSB, TMEM14C, MAP2K3, BNIP3L, GPX1, APLP2, RPL23, GLRX5, GTPBP2, MRPS18C, PSME3, IGTP, ANAPC5, HAGH, MNS1, MCM2, TBCEL, WBP2, DNAJB1, PRKAR2B, LMNA, WBP5, E2F1, ST3GAL5, FN3K, PRNP, FAHD1, UROS, RPA1, IRGM1, MARCH8, MT1, UBAC1, 1700037H04RIK, MAFG, SERINC1, HDGF, AARS
171	CHD1_IMR-90_hg19	2.29e-06	-0.98	11.18	RB1, OTUD5, FEN1, ISCA1, RNF11, CLIC4, UBE2L6, GHITM, HS6ST1, RABGEF1, SEC61G, PSMD1, KNTC1, ERMAP, CTSB, USP7, KLF13, RPS8, SPHK1, APLP2, NIPA1, JOSD1, HCFC1, MCM4, BLVRB, RPL24, ATF4, CCDC23, DLST, RPS27L, DNAJB2, PRDX2, FZR1, BTAF1, RPS2, FN3K, CDT1, HSPA8, SMOX, UROS, SOD1, MARCH2, RPS26, SLC25A37, EIF5, COL5A1, MAFG, GCLM, RPS24, AARS
172	EP300_heart_mm9	2.29e-06	-0.97	11.13	CLIC4, RPL3, MRPS12, RPS16, BCAS2, TMEM14C, MAP2K3, APLP2, H2AFX, ARRDC3, RPS3A, JOSD2, PLRG1, NDUFS7, CYB5, TAX1BP1, RPL24, PABPC1, COX17, ENDOD1, RPL36A, DLST, ATP5H, CLCN3, DEDD2, TRAK2, 2700029M09RIK, UBB, LMNA, PSMF1, NDUFV1, FN3K, HSPA8, UBE2H, RPL41, H3F3B, TXNRD2, GADD45A, BSDC1, IRGM1, COX6C, UBAC1, SOD1, EIF3K, 1810022K09RIK, RPS29, ANP32E, SERINC1, SERINC3, RPS24
173	GATA2_G1E_mm9	1.01e-05	-1.08	11.0	GPX1, FECH, PIGQ, EIF2AK1, SLC4A1, PPOX, SAMSN1, LSM4, RPS26, RABGEF1, FAM134A, KEL, RPS29, E2F1, TXNIP, CTSE, TRIM10, RAB8B
174	TCF3_GM12878_hg19	3.74e-06	-1.0	10.98	RNF11, RPL3, GGNBP2, ARL6IP1, UHRF1, ODC1, ATP5C1, DLST, ETFA, COMT, DNAJB2, PSMD8, RPL7A, FAM134A, RPS16, FIGNL1, FTH1, RPS2, SLMO2, RPS8, TXNRD2, GADD45A, PABPC4, ATPIF1, ARRDC3, GINS4, DNTTIP1, PDAP1, MARCH8, RPS3A, RANGAP1, PRKAB1, TPCN1, SLC25A39, BOLA3, RPL24, MNS1, UBA52, MCM2
