	cd1	cd2	cd3	gat1	gat2	gat3	logFC	student's t-test	p-value
AI480653	8.9	14.9	12.7	15.9	19.3	17.8	0.503574174	2.736728637	0.052080636
AI481316	813.9	1097.2	1169.3	732.3	1154.2	691	-0.256871427	0.913589301	0.412618786
AI481877	0	4.5	5.9	5.4	7.3	3.1	0.488499661	0.835428991	0.45047244
AI504432	36.9	87.5	45.2	49.3	34.7	72.1	-0.117498629	0.235894693	0.825100502
AI507495	0	0	5.5	1	0.9	0	-0.794681092	0.644916928	0.55410655
AI507611	1.1	1	3.7	0	2.9	0	-0.576788569	0.738030568	0.501451859
AI551093	44.6	60.5	48.3	57.4	47.2	49.2	0.003685047	0.023276673	0.982544465
AI553587	11.2	0	1.5	8.7	5.5	8	0.682659175	0.869476439	0.433649264
AI591476	1.5	0	0	1.1	0.7	5.1	1.137503524	1.207174952	0.293866464
AI593442	0	1.8	1.2	0	2.1	0	-0.234465254	0.341881729	0.74964673
AI595366	1.9	0	0	0.1	2.8	3.7	0.970252657	1.249893913	0.279474535
AI595406	0	0	0	0	1.7	0.9	0.900464326	1.764995007	0.152326334
AI597468	36.2	38.9	52	79.3	50.2	51.2	0.497730664	1.667703473	0.1707008
AI597479	24.4	37.4	36	38.6	18.7	42.2	0.024128271	0.067549195	0.949386206
AI606181	74.3	71.2	65.9	51.3	44.3	78	-0.279819563	1.19359957	0.298584737
AI607873	47.7	20.6	10.3	78.3	36.3	24.9	0.804320862	1.030518813	0.360997572
AI646023	10.7	11	0.8	4	8.4	18.4	0.406525999	0.510414178	0.636638421
AI661311	3.5	7.8	2.8	4.5	4.9	7.2	0.196857329	0.469447354	0.663196646
AI661453	0	0.3	0.8	1	2.3	1.2	0.871266686	2.428571429	0.072092109
AI662250	35.6	43.7	35.9	31.9	25.2	57.8	-0.003666317	0.009720504	0.992709766
AI747448	0	0	0	1.3	0	0	0.519374159	1	0.373900966
AI747699	17.3	27.3	15.7	45.5	22.1	37.3	0.76941746	1.916653686	0.127762841
AI790298	2.1	7.4	3.3	6	1.5	8.3	0.250808104	0.390368291	0.71616143
AI790326	0	0	0	0	0.9	0	0.378511623	1	0.373900966
AI836003	0	0	0	0.7	0	0	0.30256277	1	0.373900966
AI837181	102.3	90.8	74.8	68.8	63.5	93.2	-0.245566228	1.164808791	0.308827066
AI842396	2.4	0	0	5.6	0	0.5	0.752907138	0.629291744	0.563309933
AI844366	0.6	0	0	0	1.1	1	0.502500341	1.237179148	0.283686623
AI846148	13.7	13.9	17.9	10.4	9.2	27.8	0.055438986	0.102752252	0.923104852
AI847670	35.2	26.2	26.9	34.3	41.7	37.4	0.350404293	2.324273352	0.08075733
AI848100	52.7	104.5	94.5	44.1	104.6	38	-0.425079281	0.816867236	0.459861695
AI849053	0	2.2	0	0	0	0.3	-0.656045599	0.855716963	0.440385775
AI849286	223	194.9	237.7	201.2	182.4	183.5	-0.20818751	2.113900404	0.102040837
AI850995	216	132.2	178.2	243.5	138.4	249.8	0.261716648	0.806867651	0.464983599
AI851790	0	2.1	2.8	0	0	0.8	-1.055853235	1.548548628	0.196410559
AI854517	2.9	1.2	0	4.2	0	0.7	0.154033629	0.172292197	0.871573803
AI854703	6.9	0	1.8	1.8	3.4	1.9	-0.212153237	0.250367018	0.814637228
AI875142	44.3	40.1	50.5	77.6	57.3	106.5	0.825621828	2.43299746	0.071748406
AI894139	23.1	140	152.8	20.4	16.1	27.6	-2.248719426	2.027281893	0.112560401
AI931714	0	3.8	0	0	1.8	1.8	-0.043068722	0.047565149	0.964342943
AI987692	24.6	10.9	7.7	12	19.1	12	-0.003126101	0.005850254	0.99561234
AI987712	0.5	0.5	3.5	2.6	1.8	2.4	0.385891154	0.745434282	0.497428467
AI987944	7.4	5	6.4	7.3	4.1	9.4	0.126633439	0.394284861	0.713488598
AICDA	1.5	0	1.3	0.1	0	0.1	-0.857980995	1.838477631	0.139845143
AIF1	65.8	43.8	42.5	53	19.2	90	0.091015	0.154449237	0.884735165
UBTD1	19.6	12.5	16.5	37.9	33.8	27.6	0.987363174	4.653922968	0.009633174
AIFM2	38.3	38.6	34.4	35.1	23.8	47	-0.069821449	0.263417768	0.805241583
AIFM3	0	1.7	1.6	3.4	4.4	0	0.777607579	1.040897255	0.356699752
AIG1	0	0	2.4	0.5	3	5.5	1.152003093	1.333129319	0.253349224
AIG1-PENDING	1.4	1.6	1	2	0	0	-0.485426827	0.966736489	0.388420356
AIM1	26.4	22.6	5.5	34.7	18	39	0.71980247	1.366557705	0.2435396
AIM1L	51.6	8.9	8.9	12	5.3	15.5	-1.01603011	0.838805558	0.448780967
AIM2	51.4	41.9	40.6	35.9	34.1	72.1	0.083925073	0.212923817	0.84179772
AIP	1023	769.4	650.7	836.1	691.5	966.5	0.029770213	0.125449154	0.906220343
AIPL1	3.5	1	2.7	4.1	0	2.3	-0.11783649	0.190909584	0.857894696
AIRE	1.7	0	0	2.8	2.6	0.4	0.904842767	1.430909866	0.225699955
AJAP1	0	0	2.5	4.3	2.4	2.7	1.172836597	2.252929862	0.087361287
AK1	0.1	3.8	2.3	0	1.3	13.2	0.927649156	0.638159523	0.558073965
AK122498	1.4	0	0	0	0	1.9	0.155278225	0.211856799	0.842575859
AK122525	0	3.2	7.4	6.7	4.5	4.9	0.489965987	0.81591239	0.460348852
AK129341	0	2.4	0	0	0	1.4	-0.295455884	0.359907875	0.737114116
E130208E03RIK	3.9	7.7	3.5	11.5	12.5	8.8	0.98396989	3.399448824	0.02729118
AK162044	4.5	0	0	4.8	0	0	0.056583528	0.045596075	0.965817747
AK2	231.3	275	265.5	312.1	379.4	232.1	0.258122728	1.134667326	0.31989893
AK220484	1.4	1.6	0	0	0	3.6	0.137503524	0.153694656	0.885292791
AK3	96.5	122.9	130.2	122.5	97.3	102.3	-0.117148919	0.715551631	0.513816033
AK3L1	0	1.7	4.1	0	10	3.5	0.906890596	0.811741465	0.462481601
AK5	0	2.8	0	0	0	1.3	-0.43171624	0.485897661	0.652456744
AK7	8.9	0.8	1.5	0.9	0.6	0.7	-1.449307401	1.157083824	0.311630379
AKAP1	8.2	5.5	6.1	5.7	4	8.2	-0.125530882	0.431150593	0.688577926
AKAP10	26.3	17.3	12.3	20.9	14	23.4	0.05761944	0.161037561	0.879869949
AKAP11	74.8	57.7	49.4	75.6	55	70.1	0.139700756	0.646915769	0.552936727
AKAP12	15.9	52.8	42.1	106.7	6.7	85.6	0.827854735	0.908917135	0.414805419
AKAP13	3.9	5.2	0.7	4.8	5.7	3.8	0.434628228	1.037847609	0.357957919
AKAP14	1.4	0	0	5.3	0	0	0.915607813	0.711446699	0.516097935
AKAP2	9.7	14	13.2	8.8	12	13.2	-0.108863476	0.519100101	0.63108916
AKAP3	0	0	4.1	0.5	3.7	1.2	0.242570303	0.258453901	0.808810654
AKAP4	1.6	0	0	0.9	0	0	-0.238159737	0.381314297	0.722359045
AKAP6	0	0	0	1.4	0	0	0.552541023	1	0.373900966
PLEKHG3	259.2	159	130.5	384.1	359.5	343.8	0.982901582	4.406426401	0.011632885
AKAP8	56.8	38.7	48.8	45.3	45.8	43.8	-0.095134974	0.594436872	0.584211262
AKAP8L	142.5	166.9	205.1	154.6	195.9	167.7	0.010278221	0.056274496	0.95782195
AKAP9	113.6	95.8	99.5	123	114.2	149.5	0.321280379	2.176651719	0.095099826
AKIRIN1	382.1	358.7	360.1	504.6	354.6	414.9	0.210262009	1.305253068	0.261824023
AKL3L-PENDING	4.6	4.9	7.1	4.9	4.8	2.8	-0.338585439	1.309696958	0.260454778
CD33	99.2	97.9	71.1	179.7	208.5	144.5	0.982068118	4.270013134	0.01295
AKP2	8.5	16.2	19.9	14.7	8.1	29.5	0.216317907	0.358333386	0.738204921
AKP3	0.2	3.7	2.7	0.2	2.6	3.4	-0.061400545	0.094098113	0.929556299
AKP5	3.2	0	0	2.3	2.8	4.6	1.034488376	1.699382703	0.16447388
AKR1A4	1100.6	1196.3	1151.5	1325	1089.9	1534.2	0.195437767	1.271378482	0.272492686
AKR1B3	87.1	100.6	85.5	84.6	105	132.4	0.234726399	1.110155127	0.329170985
AKR1B7	0	1.4	1.2	1	0	2.6	0.237039197	0.381246426	0.722405602
AKR1B8	0	1.2	0	1.5	0	0	0.099535674	0.156173762	0.883461067
AKR1C12	43.8	31.8	28.5	84	55.6	41.7	0.783097591	1.936656593	0.124856156
AKR1C13	3.3	0.8	0	0	0	0	-1.242856524	1.375095865	0.241094551
AKR1C14	0	3.6	1.8	0	2.5	0	-0.610957709	0.725680645	0.508217128
AKR1C18	0	12.4	18.8	8.2	17.5	7.4	0.078002512	0.098956991	0.92593328
AKR1C19	3.5	0	0.5	3.5	2.1	2.6	0.678071905	1.199510504	0.296521641
AKR1C20	0	0	0	0.8	1.6	0	0.847996907	1.732050808	0.158302423
AKR1C21	0	0	0	3.5	0	4.4	1.861293729	1.962165267	0.121253254
AKR1C6	0.8	0.3	0	0	0	0	-0.450661409	1.571428571	0.191179987
AKR1D1	0.7	2.8	0	0	0	0.1	-1.068171503	1.34607289	0.249505762
AKR1E1	17.3	31.6	29	27.2	35.9	42.8	0.428792346	1.481087639	0.212700981
AKR7A5	83.3	90.3	93.4	74.4	99.8	87.7	-0.027511564	0.214646008	0.840542247
AKT1	1.7	2.9	0.4	4.9	1.1	1.3	0.364572432	0.53604462	0.620348009
AKT1S1	80.9	96.4	77.2	50.1	83.6	77.6	-0.264940582	1.212918622	0.291891395
AKT2	0	0.5	0	0	0	0	-0.222392421	1	0.373900966
AKT3	30.6	15.7	13.1	23.3	15.6	36.1	0.321928095	0.642677698	0.555419089
B130005I07RIK	1.8	1	1	4.3	3.1	3	0.978626349	4.43964044	0.011337107
AL022832	638.8	903.6	667	743	593.3	738	-0.090902664	0.463025681	0.667416067
ALAD	6872.3	7706.9	4092.6	3322.2	2878.5	3762.2	-0.906020789	2.587432098	0.06084842
ALAS1	1470.2	1779	953.1	1623.7	2273.2	1440.9	0.344847136	1.084420377	0.339168375
TULP4	22.7	31.9	17.4	52.8	39.7	52.2	0.977707325	4.028953108	0.015747205
ALB	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
ALCAM	42.3	25.2	22.3	57.3	33.2	64.1	0.764070824	1.9180834	0.127552666
ALDH16A1	88.1	100.1	118.6	78.1	87.6	84.5	-0.291059739	2.028348142	0.112423866
ALDH18A1	95.9	136.8	145.6	73	109	71.4	-0.572530269	2.121424037	0.101179693
LOC100047653	1.1	2.4	2.3	5.3	5.2	3.8	0.975196609	4.430931299	0.011413774
ALDH1A2	4.3	5.4	0.2	2	0.9	4.2	-0.353015773	0.502894846	0.641465757
ALDH1A3	0	0.6	0	1.1	0	0	0.187627003	0.399043442	0.710247824
ALDH1A7	49.2	4.5	69	28.2	43.8	43	-0.09119779	0.130029173	0.902820115
ALDH1B1	25.8	11.3	17.7	39.7	19.4	48.4	0.934904972	1.837229769	0.140047713
ALDH1L1	3.2	2.1	0	1.3	3.5	2.6	0.325400287	0.61658123	0.570872935
ALDH1L2	2.4	0	0	0	0	0.1	-0.800691192	0.957502528	0.39253598
GALM	5.7	8.7	10.1	20	17.6	13.3	0.970853654	3.74364533	0.020057434
ALDH3A1	2.3	0	0	4.5	0	4.5	1.178970141	1.325758305	0.255563774
ALDH3A2	203.4	151.3	119.8	268.1	184.9	268.5	0.601484957	2.226808103	0.089929179
TMEM159	15.9	9.6	6.3	27.1	17.7	20.3	0.968567492	2.793982068	0.049112038
LOC674427	6.7	8.8	8.9	14.3	14.9	21.4	0.968057107	3.663708647	0.021509922
ALDH4A1	138.4	100.9	104.8	133.9	172.9	128.4	0.336238119	1.652011336	0.173876326
ALDH5A1	5.4	7.7	6.3	5	6.4	9.8	0.111508315	0.381085759	0.72251582
ALDH6A1	84.1	71.8	76.5	52.7	55.8	72.7	-0.353841259	2.379003395	0.076071692
ALDH7A1	0	4.1	3.4	2.6	0	5.5	0.080170349	0.098453305	0.926308754
ALDH8A1	1.5	0	0.6	0	0.2	1.8	-0.028569152	0.046473941	0.965160219
ALDH9A1	0	1.1	0.8	0	0	0	-0.707819249	1.929157714	0.125937341
ALDOA	594	537.1	541.7	643.9	945.3	656.2	0.424048741	1.905672244	0.129389736
ALDOA-PS1	1.1	0	0	0	5.2	0.6	1.101879614	0.930921242	0.40459127
ALDOA-PS2	0	0	0.9	0	0	0	-0.378511623	1	0.373900966
ALDOB	2	1.2	1.7	5.6	1.1	0	0.296132094	0.347053449	0.746041305
ALDOC	8	3.1	3.7	3.9	11.9	14.9	0.92087135	1.461053973	0.217797985
ALG1	59.2	77.7	77.3	69.1	78.5	85.4	0.119762756	0.812157547	0.462268494
ALG10B	30	78.1	45.5	37.8	40.3	30.8	-0.484874176	1.030638114	0.36094791
ALG11	5.6	4.1	2.8	1.8	3.9	4	-0.287439719	0.863276982	0.43667403
ALG12	55.7	43.9	52.5	51	55	49.6	0.032194085	0.300920134	0.778468777
ALG13	14.7	23.2	23.4	17.1	11.9	9.3	-0.638676956	2.088235789	0.105039971
ALG14	83.3	49.5	54.1	83	78.8	70	0.306192503	1.329729919	0.254368203
ALG2	56.1	70.6	54.3	56.1	62.5	68.4	0.046293652	0.319293511	0.765483535
ALG3	30.7	35.6	36.9	19.2	38.9	26	-0.286039142	1.04755475	0.353966743
ALG5	157.9	197.3	228.7	212.5	237	243.9	0.246801495	1.615826543	0.181436035
ALG6	89.5	81.3	77.6	78.3	79.1	69.2	-0.130862008	1.533842648	0.19984979
ALG8	13.7	11.3	12.5	18	43.7	35.1	1.301117908	2.606121383	0.05966272
ALG9	21.7	19.7	17.5	34.3	38.7	21.6	0.656941738	2.258905585	0.086785459
ALK	0	2.4	1.5	0	0.4	1.5	-0.493814613	0.80192694	0.467530759
ALKBH	33.3	55.8	35.5	21.9	29.5	34	-0.529510054	1.63646151	0.177083973
ALKBH2	13	12.8	13	6.5	16.3	17.1	0.037474705	0.107574639	0.919512945
ALKBH3	129.1	160.3	180.2	158.2	163.9	152.5	0.015183207	0.109427268	0.918133644
ALKBH4	56	95.2	48.1	60.1	36.7	68.4	-0.266318614	0.653909779	0.548856956
9030619P08RIK	0.1	2.8	3.1	5.2	4.9	4.5	0.967578522	2.939419486	0.042413651
ALKBH6	16.6	16.3	19.2	19.6	11.5	17.8	-0.08631778	0.406728546	0.705029607
ALKBH7	57	63.6	56.5	47.5	37.6	67.9	-0.207252152	0.872341394	0.432257204
ALKBH8	60.3	54.5	71.6	36	65.7	62.3	-0.181588228	0.701529412	0.521641427
ALLC	0	0	0	0	0.8	3.5	1.282933963	1.353701383	0.24726738
KCNAB3	0	1.2	0.3	1.8	2.4	1.6	0.967578522	3.307692308	0.029718547
ALOX12	35.6	8.8	45.1	9.7	6.6	7.2	-1.803461006	2.016548416	0.113945029
ALOX12B	2	1	9.1	1.9	1.5	0.6	-1.109121722	1.047102572	0.354151779
ALOX12E	1.9	0	0	1.3	0.7	8.4	1.451379346	1.109997358	0.32923145
ALOX15	0	0	0	2.7	0	0	0.925999419	1	0.373900966
2600011E07RIK	211.7	198	78.8	250.5	371.9	334.9	0.966293761	2.819570757	0.04784899
7420426K07RIK	0.5	0	0.8	2.5	1.8	1.1	0.966052668	2.928571429	0.042874886
ALOX8	0	2.1	0	0	0	0.5	-0.543142325	0.741185687	0.499734308
ALOXE3	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
ALPI	2.2	0	0	0.4	0	1.9	0.027480736	0.035691531	0.973238454
ALPK1	1.8	0.7	0	0	0	0	-0.874469118	1.590711907	0.18688309
ALPK2	9.4	6.9	3.7	7.9	4.4	4.3	-0.230780207	0.558202738	0.606473001
ALPK3	1.2	0	0	1.2	0	0	0	0	1
ALS2	33.8	25	24.5	34.7	32.7	36.9	0.314217612	2.150822139	0.097891269
ALS2CL	0	0	1.3	0	0	0	-0.519374159	1	0.373900966
ALS2CR11	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
ALS2CR12	0.2	0	0	0	0	0	-0.093109404	1	0.373900966
ALS2CR13	123.2	121	119.8	134.2	128.5	149.3	0.177331273	2.545819116	0.063586835
ALS2CR4	12.8	24.7	17.2	10	17.2	15.6	-0.333223721	0.966840821	0.388374067
ALX1	2.1	0	3.3	0	6.4	2.8	0.538419915	0.606546032	0.576892109
ALX3	4.8	3.9	4.1	3.8	2	2.5	-0.483601786	2.49231949	0.067317134
ALX4	0	0.7	0	2.2	0	0.4	0.597901556	0.884918222	0.426189367
AMAC1	3.5	2.1	0.4	0	0	0	-1.584962501	2.23142401	0.089469332
AMACR	0	2	3.1	1.1	2.3	3.8	0.332575339	0.584688349	0.590147745
AMBIONRNASPIKE2_516	1.2	0	4.3	1.3	0.7	0.8	-0.551409941	0.695285374	0.525153791
AMBIONRNASPIKE2_EC12	6.1	10.9	7	6.7	2.2	2	-0.957874524	2.052898186	0.10932998
AMBIONRNASPIKE3_EC3	0	0.6	0	0	0	0	-0.263034406	1	0.373900966
AMBIONRNASPIKE4_EC15	1.5	0.2	2	0	0	1.6	-0.542527234	0.925370563	0.407147747
AMBIONRNASPIKE8_EC5	0.1	0.2	0	0	0	0.4	0.043068722	0.229415734	0.829799139
AMBN	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
AMBP	0.8	0	2.3	0.1	22.5	2.3	2.193383974	1.014876023	0.367561725
AMBRA1	41.4	40	28.8	39.4	43.2	46.5	0.222756508	1.405020013	0.232715402
AMD2	70.2	40.6	52.3	33.8	50.3	30.3	-0.500619665	1.533160714	0.200010758
AMDHD1	6.9	13	7.8	11.6	2.9	10.2	-0.148352679	0.303045763	0.776961915
IRAK4	29.6	13.3	12.4	30.9	38.3	41.6	0.964932769	2.880484888	0.044991157
AMELX	0.3	0	0	0	0	1.7	0.510194732	0.810998225	0.462862462
AMFR	764.7	705.4	867	857.7	814	799.5	0.080391942	0.88806467	0.424682309
AMH	0	1.1	0	0	0	0	-0.450661409	1	0.373900966
AMHR2	4.1	1.1	1.8	1.2	2.2	1.9	-0.268816758	0.594391061	0.584239068
LOC218617	535.2	553.5	492.6	889.2	1226.8	972.5	0.964461458	4.871581743	0.008210311
AMIGO1	2.8	7	3.5	5.7	3.3	6	0.143124942	0.364434493	0.733982254
AMIGO2	16.9	15.6	27.3	7.3	9.9	12.2	-0.954770746	2.556518141	0.062869518
AMIGO3	6.2	19.5	30.5	11.5	28.5	13.4	-0.069902013	0.105491516	0.92106426
PFKFB4	791.1	440.5	318.5	1026.6	1100.1	897.4	0.962785611	3.200050832	0.032899216
AMN	6.7	0	0.4	5.1	6.3	6.9	1.076498137	1.671641791	0.169913394
AMOT	0	0	0	0	0	0.1	0.047305715	1	0.373900966
AMOTL1	4	0	1.1	1.7	0.7	4.5	0.289506617	0.364026561	0.734264238
AMOTL2	0	0.7	0.2	0	0	1.8	0.299560282	0.472377493	0.66127636
AMPD1	0	2.9	7.3	0	1.7	0	-1.489805268	1.289953384	0.266591688
AMPD2	16.1	14.9	20.2	15.7	25.1	16.2	0.146669649	0.560497671	0.605047182
AMPD3	481.7	192.1	379.2	437.1	363.5	415.8	0.207561616	0.622083012	0.567590895
AMPH	0	0	0	0	0.3	0	0.137503524	1	0.373900966
AMT	6.1	1.6	2.6	0	2.3	2.1	-0.84582907	1.268890561	0.273292545
AMTN	1.4	3.5	0	0	0	1.4	-0.84434913	1.04257207	0.356010456
AMY1	1.3	2.6	1.7	0	4	1	-0.10433666	0.158499594	0.881743392
AMY2	0.5	1.8	2.5	2.1	1.7	2	0.1740294	0.557278213	0.607047999
AMY2-2	1.3	6.1	0.4	0	33.1	4.2	1.899748526	0.931754474	0.404208677
AMZ1	3	8.8	4	8	7.2	0.6	0	0	1
AMZ2	120.3	126.1	111.8	103.2	125.5	116.9	-0.051225323	0.544918683	0.614767766
ANAPC1	9.7	2.9	3.9	2.6	1.5	3.1	-0.934904972	1.42739477	0.226639919
ANAPC10	0	0	0	1.6	0.8	0.4	0.9510904	2.645751311	0.057235231
ANAPC11	0	1.3	0	1.6	1.4	1.4	0.783188611	2.356886356	0.077927207
ANAPC13	693.6	671.2	670.8	646.1	640	786.8	0.026158221	0.256160234	0.810461733
ANAPC2	32.9	34.6	33.6	34.6	28.7	37.6	-0.002774414	0.025058801	0.981208358
ANAPC4	144.7	133.8	141.4	169.5	128.1	164.8	0.13815465	1.051001875	0.352558968
ANAPC5	660	781.5	935.6	569	538.5	623	-0.457334353	2.581747546	0.06121441
ANAPC7	144.9	131.5	125.7	135.3	122.6	174.3	0.103400472	0.605827593	0.577324651
ANG	5.7	7.5	3.9	7.4	2	6.3	-0.104157231	0.239570137	0.822438934
ANG1	5.8	4.8	1.8	8.9	4.6	1.7	0.2410081	0.386916049	0.718521469
ANG2	0	0	1.9	1.3	0	1.4	0.21818017	0.34299717	0.74886845
ANG3	0.1	0.5	0	0	2.7	0.2	0.712718048	0.869318288	0.433726215
ANG4	1.9	0	1.9	0	0	0	-1.180572246	2	0.116116524
ANGEL1	4.5	1.6	0.4	0	1.2	0	-1.177538186	1.379067812	0.239965389
ANGEL2	314.9	323.1	323.9	375.9	304.7	351.4	0.10117943	1.10841573	0.329838174
ANGPT1	1.2	0.7	4.4	1.2	1.4	0	-0.731803889	0.995645843	0.375774387
ANGPT2	5.3	2.3	3.3	1.6	2.6	6.5	-0.02090899	0.038411851	0.971199964
ANGPT4	0	0	0	0.3	4.7	1.6	1.678071905	1.685671166	0.167139244
ANGPTL1	3.1	1.8	0	0	0.7	0	-1.094327383	1.507712133	0.206113414
ANGPTL2	0	0.8	1.2	0.8	0.3	1.5	0.163498732	0.403603676	0.707149064
ANGPTL3	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
ANGPTL4	22.4	25.2	52.1	22.3	27.7	31.3	-0.284831645	0.624418009	0.566201832
ANGPTL6	11.9	8.6	12.1	8.1	14.8	10.9	0.047828525	0.177782655	0.867533772
ANGPTL7	4.9	10.8	8.5	13.1	6.2	15.8	0.486184346	1.089673147	0.337105726
DPEP2	8.9	9.9	11.3	13.2	24.9	23.2	0.957987521	2.799022537	0.048860212
CYFIP1	24.5	14.8	10	30.9	38.3	29.2	0.955174801	3.210316231	0.032579116
ANK2	0	2.3	0.8	0	0	0	-1.023846742	1.532851347	0.200083827
ANK3	0	0.3	0	0	0	0	-0.137503524	1	0.373900966
ANKAR	0	0	0	0.3	0	0	0.137503524	1	0.373900966
ANKDD1A	1.1	0	2.8	0	0	0.6	-0.938599455	1.311632245	0.259860655
ANKFN1	0	0.1	0	0	2.2	0	0.746243408	0.953560879	0.394304106
ANKFY1	78.7	71.7	63.8	70.5	70.7	84	0.071274688	0.591107459	0.586234336
ANKHD1	204.9	152.2	160.5	174.1	178.1	203.7	0.102414863	0.678910493	0.534445772
ANKIB1	0	2.1	0	0	3.7	8.1	1.537028024	1.323192112	0.256339184
ANKK1	0	0	1.7	0	0	2.6	0.25276607	0.289720251	0.786427694
ANKLE2	124.7	108.2	142	135.4	96.3	197.7	0.194362004	0.584199945	0.590446196
ANKMY1	0	0.6	3.1	0	1.3	0.9	-0.365649472	0.488208416	0.650956153
ANKMY2	92.2	54.1	69.4	89.2	76.3	105.5	0.325222673	1.323762258	0.256166709
ANKRA2	12.9	8.1	16	13.7	6.6	15.4	-0.047666434	0.122347861	0.908524144
ANKRD1	4.6	0	0	0	0.5	0	-1.118644496	0.886085282	0.425629866
4921528G01RIK	8.7	17.8	9.3	21	24	27.2	0.954676009	3.526343842	0.02431054
ANKRD11	50.5	63.4	57.6	52.2	63.5	47.9	-0.066838636	0.441623426	0.681585525
ANKRD12	61.7	47.4	45.5	86.6	68.9	63.8	0.496240414	2.50926027	0.066109529
ANKRD13A	748.7	1014.5	974.1	838.3	846.1	794.6	-0.142830728	1.022180034	0.364483807
ANKRD13B	0.2	0	0	1.5	6.2	0.3	1.781359714	1.443207656	0.22244204
ANKRD13C	2.7	10.4	13.5	14.5	3.6	6.8	-0.085332054	0.124336261	0.907046931
ANKRD13D	25.8	14.1	7.2	21.8	34.2	39.8	0.979700438	2.136067642	0.099526611
ANKRD16	1.2	0	4.7	0	0	0	-1.568842835	1.394912099	0.235512943
ANKRD17	20.6	11.3	13.2	21.5	10.1	22.6	0.249978253	0.618976012	0.569442781
ANKRD2	0	0	0	0	0.4	4	1.30256277	1.15311332	0.313080396
TIMM17B	10.2	3.7	5.2	10.9	13.4	15.5	0.953564427	2.908290286	0.043752985
ANKRD23	4.2	4	2.2	0	1.6	4.7	-0.526930379	0.899633478	0.419178909
ANKRD24	3.5	0	2.2	1	2.2	0	-0.488747185	0.692576579	0.526682831
PPT1	54.5	39.9	47.5	94.6	118.6	64.4	0.953457414	2.78579581	0.049524244
ANKRD26	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
PLCB3	19.6	16.7	13.1	35.2	29.6	33.6	0.952418935	6.503342591	0.002884499
ANKRD28	150.6	110.4	117.4	140.9	130.3	118.3	0.04138781	0.264046325	0.804790051
ANKRD29	0	0	0	1.8	0	0	0.678071905	1	0.373900966
ANKRD32	5.4	0	3.2	4.3	0	0	-0.668156436	0.674764088	0.53681718
ANKRD33	1.7	0	0	0	0.2	0	-0.554588852	0.876309357	0.430335227
ANKRD34A	0.6	0.1	0	0	2.5	2.8	1.165586066	1.690993631	0.166099265
ANKRD34C	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
ANKRD35	1	0.7	0	0.5	0.9	3.8	0.802963153	1.079096228	0.341270668
ANKRD36	0	0.1	0	0	0.7	0	0.255257055	0.848528137	0.443938889
ANKRD37	22.2	23.2	10.5	20.1	51.9	43.6	1.009764471	1.921034778	0.127119985
ANKRD39	11.2	5.2	3.9	12.5	9.4	27.6	1.171987468	1.60760197	0.183201493
ANKRD40	18.1	16.6	17.5	20.5	17.5	22.8	0.208888157	1.797135032	0.146726761
ANKRD41	48.9	25.2	21.7	17.6	16.6	18.4	-0.829426159	1.682411888	0.167779463
ANKRD42	0	0	2.7	0	0	0	-0.925999419	1	0.373900966
ANKRD45	0	0	0	0	0	1.3	0.519374159	1	0.373900966
ANKRD46	159.9	100.2	77.1	119.4	109.5	131.3	0.094381062	0.301118321	0.778328233
ANKRD47	22.3	22.1	21.1	24.7	20.4	25.5	0.103601778	1.045178526	0.35494008
ANKRD49	222.3	261.3	261.5	252.3	227	214.6	-0.102279476	0.99715687	0.375123329
ANKRD5	0	0	1.1	0	1.1	0.1	0.034765418	0.065653216	0.950804255
ANKRD50	3.3	20.7	16.1	8.1	4.7	5.3	-1.03044487	1.381055393	0.239402316
ANKRD53	0	0.8	2.7	0.1	0	0	-1.068171503	1.414213562	0.230199641
DISP1	19.4	9.9	15.4	29.9	22.2	37.1	0.950777484	2.903972298	0.043942636
ANKRD55	0	0	2	0	0	0	-0.736965594	1	0.373900966
ANKRD56	0	0	0	0	0	0.5	0.222392421	1	0.373900966
ANKRD58	2.1	5.2	5	4.9	1.1	0	-0.765534746	1.172714746	0.30598235
ANKRD6	2.4	0.6	0.8	1.2	2.3	0	-0.065095028	0.114290898	0.914514298
ANKRD7	3.2	0.9	4.7	3.6	3.2	1.7	-0.037152998	0.080178373	0.939946621
ANKRD9	1.5	8.3	11.5	0	0	1.7	-2.370223652	2.176032279	0.095165724
ANKS1	57.8	53.3	68.1	51.7	85.6	74.8	0.239484566	1.004646893	0.371910571
ANKS1B	3.2	2	1.4	1.7	4.3	2.4	0.247927513	0.638394212	0.557935847
ANKS3	100.4	87.5	93.5	94.1	106.4	115.1	0.163824802	1.596319296	0.185652408
ANKS6	3.5	5.1	0.5	1.6	1.6	4.5	-0.177396251	0.281296956	0.792434427
ANKZF1	76.9	48.5	43	81.5	82.4	66	0.44234353	1.740861991	0.15668011
ANLN	228.8	81.5	98.9	147.4	76.1	142.5	-0.159723689	0.277726744	0.794985678
